,dates,Ancestor's Chosen,Angel of Mercy,Aven Cloudchaser,Ballista Squad,Bandage,Beacon of Immortality,Benalish Knight,Condemn,Contaminated Bond,Demystify
2018-01-21,2018-01-21,," 0.63
"," 0.16
"," 0.22
"," 0.01
",," 0.17
",," 0.15
"," 0.14
"
2018-01-22,2018-01-22,," 0.63
"," 0.16
"," 0.22
"," 0.01
",," 0.17
",," 0.15
"," 0.14
"
2018-01-23,2018-01-23,," 0.64
"," 0.16
"," 0.22
"," 0.01
",," 0.17
",," 0.15
"," 0.14
"
2018-01-24,2018-01-24,," 0.64
"," 0.16
"," 0.22
"," 0.01
",," 0.17
",," 0.15
"," 0.14
"
2018-01-25,2018-01-25,," 0.64
"," 0.16
"," 0.22
"," 0.01
",," 0.17
",," 0.15
"," 0.14
"
2018-01-26,2018-01-26,," 0.64
"," 0.16
"," 0.22
"," 0.01
",," 0.17
",," 0.15
"," 0.14
"
2018-01-27,2018-01-27,," 0.64
"," 0.16
"," 0.22
"," 0.01
",," 0.17
",," 0.15
"," 0.14
"
2018-01-28,2018-01-28,," 0.64
"," 0.16
"," 0.22
"," 0.01
",," 0.17
",," 0.15
"," 0.14
"
2018-01-29,2018-01-29,," 0.64
"," 0.15
"," 0.22
"," 0.01
",," 0.17
",," 0.15
"," 0.14
"
2018-01-30,2018-01-30,," 0.63
"," 0.15
"," 0.22
"," 0.01
",," 0.17
",," 0.15
"," 0.14
"
2018-01-31,2018-01-31,," 0.61
"," 0.15
"," 0.22
"," 0.01
",," 0.17
",," 0.15
"," 0.14
"
2018-02-01,2018-02-01,," 0.61
"," 0.15
"," 0.22
"," 0.01
",," 0.17
",," 0.15
"," 0.13
"
2018-02-02,2018-02-02,," 0.6
"," 0.15
"," 0.22
"," 0.01
",," 0.17
",," 0.15
"," 0.13
"
2018-02-03,2018-02-03,," 0.6
"," 0.15
"," 0.22
"," 0.01
",," 0.17
",," 0.15
"," 0.13
"
2018-02-04,2018-02-04,," 0.6
"," 0.15
"," 0.22
"," 0.01
",," 0.17
",," 0.15
"," 0.13
"
2018-02-05,2018-02-05,," 0.61
"," 0.15
"," 0.22
"," 0.01
",," 0.17
",," 0.15
"," 0.13
"
2018-02-06,2018-02-06,," 0.61
"," 0.15
"," 0.22
"," 0.01
",," 0.17
",," 0.15
"," 0.13
"
2018-02-07,2018-02-07,," 0.61
"," 0.15
"," 0.22
"," 0.01
",," 0.17
",," 0.15
"," 0.13
"
2018-02-08,2018-02-08,," 0.61
"," 0.15
"," 0.22
"," 0.01
",," 0.17
",," 0.15
"," 0.13
"
2018-02-09,2018-02-09,," 0.61
"," 0.16
"," 0.22
"," 0.01
",," 0.17
",," 0.15
"," 0.14
"
2018-02-10,2018-02-10,," 0.61
"," 0.15
"," 0.22
"," 0.01
",," 0.17
",," 0.15
"," 0.13
"
2018-02-11,2018-02-11,," 0.61
"," 0.15
"," 0.22
"," 0.01
",," 0.17
",," 0.15
"," 0.13
"
2018-02-12,2018-02-12,,,,," 0.01
",,,,,
2018-02-13,2018-02-13,," 0.6
"," 0.15
"," 0.23
"," 0.01
",," 0.17
",," 0.15
"," 0.13
"
2018-02-14,2018-02-14,," 0.59
"," 0.15
"," 0.22
"," 0.01
",," 0.17
",," 0.15
"," 0.13
"
2018-02-15,2018-02-15,," 0.59
"," 0.15
"," 0.22
"," 0.01
",," 0.17
",," 0.15
"," 0.13
"
2018-02-16,2018-02-16,," 0.59
"," 0.15
"," 0.22
"," 0.01
",," 0.17
",," 0.15
"," 0.13
"
2018-02-17,2018-02-17,," 0.59
"," 0.15
"," 0.22
"," 0.01
",," 0.17
",," 0.15
"," 0.13
"
2018-02-18,2018-02-18,," 0.59
"," 0.15
"," 0.23
"," 0.01
",," 0.17
",," 0.15
"," 0.13
"
2018-02-19,2018-02-19,," 0.59
"," 0.15
"," 0.23
"," 0.01
",," 0.17
",," 0.15
"," 0.14
"
2018-02-20,2018-02-20,," 0.59
"," 0.15
"," 0.23
"," 0.01
",," 0.17
",," 0.15
"," 0.13
"
2018-02-21,2018-02-21,," 0.59
"," 0.15
"," 0.22
"," 0.01
",," 0.17
",," 0.15
"," 0.13
"
2018-02-22,2018-02-22,," 0.59
"," 0.15
"," 0.23
"," 0.01
",," 0.17
",," 0.14
"," 0.13
"
2018-02-23,2018-02-23,," 0.59
"," 0.16
"," 0.23
"," 0.01
",," 0.17
",," 0.15
"," 0.14
"
2018-02-24,2018-02-24,," 0.59
"," 0.16
"," 0.23
"," 0.01
",," 0.17
",," 0.14
"," 0.14
"
2018-02-25,2018-02-25,," 0.59
"," 0.15
"," 0.23
"," 0.01
",," 0.17
",," 0.15
"," 0.14
"
2018-02-26,2018-02-26,," 0.59
"," 0.15
"," 0.23
"," 0.01
",," 0.17
",," 0.14
"," 0.14
"
2018-02-27,2018-02-27,," 0.59
"," 0.15
"," 0.23
"," 0.01
",," 0.17
",," 0.14
"," 0.14
"
2018-02-28,2018-02-28,," 0.59
"," 0.15
"," 0.23
"," 0.01
",," 0.17
",," 0.15
"," 0.13
"
2018-03-01,2018-03-01,," 0.59
"," 0.16
"," 0.22
"," 0.01
",," 0.17
",," 0.15
"," 0.14
"
2018-03-02,2018-03-02,," 0.59
"," 0.16
"," 0.22
"," 0.01
",," 0.17
",," 0.15
"," 0.14
"
2018-03-03,2018-03-03,," 0.59
"," 0.16
"," 0.22
"," 0.02
",," 0.17
",," 0.14
"," 0.14
"
2018-03-04,2018-03-04,," 0.59
"," 0.16
"," 0.22
"," 0.02
",," 0.17
",," 0.14
"," 0.14
"
2018-03-05,2018-03-05,," 0.59
"," 0.16
"," 0.22
"," 0.02
",," 0.17
",," 0.15
"," 0.14
"
2018-03-06,2018-03-06,," 0.59
"," 0.15
"," 0.22
"," 0.02
",," 0.17
",," 0.15
"," 0.14
"
2018-03-07,2018-03-07,," 0.59
"," 0.16
"," 0.22
"," 0.02
",," 0.17
",," 0.15
"," 0.14
"
2018-03-08,2018-03-08,," 0.59
"," 0.16
"," 0.22
"," 0.02
",," 0.17
",," 0.15
"," 0.14
"
2018-03-09,2018-03-09,," 0.59
"," 0.16
"," 0.23
"," 0.02
",," 0.17
",," 0.15
"," 0.14
"
2018-03-10,2018-03-10,," 0.59
"," 0.16
"," 0.23
"," 0.02
",," 0.17
",," 0.15
"," 0.14
"
2018-03-11,2018-03-11,," 0.6
"," 0.16
"," 0.23
"," 0.02
",," 0.17
",," 0.15
"," 0.14
"
2018-03-12,2018-03-12,," 0.59
"," 0.16
"," 0.23
"," 0.02
",," 0.17
",," 0.15
"," 0.14
"
2018-03-13,2018-03-13,," 0.59
"," 0.16
"," 0.23
"," 0.02
",," 0.17
",," 0.15
"," 0.14
"
2018-03-14,2018-03-14,," 0.59
"," 0.16
"," 0.23
"," 0.02
",," 0.17
",," 0.15
"," 0.14
"
2018-03-15,2018-03-15,," 0.59
"," 0.16
"," 0.23
"," 0.02
",," 0.17
",," 0.15
"," 0.14
"
2018-03-16,2018-03-16,," 0.59
"," 0.16
"," 0.23
"," 0.02
",," 0.17
",," 0.15
"," 0.14
"
2018-03-17,2018-03-17,," 0.59
"," 0.16
"," 0.23
"," 0.02
",," 0.17
",," 0.15
"," 0.14
"
2018-03-18,2018-03-18,," 0.59
"," 0.16
"," 0.23
"," 0.02
",," 0.17
",," 0.15
"," 0.14
"
2018-03-19,2018-03-19,," 0.59
"," 0.16
"," 0.23
"," 0.01
",," 0.17
",," 0.15
"," 0.14
"
2018-03-20,2018-03-20,," 0.59
"," 0.16
"," 0.23
"," 0.01
",," 0.17
",," 0.15
"," 0.14
"
2018-03-21,2018-03-21,," 0.59
"," 0.16
"," 0.23
"," 0.01
",," 0.17
",," 0.15
"," 0.14
"
2018-03-22,2018-03-22,," 0.59
"," 0.16
"," 0.23
"," 0.01
",," 0.17
",," 0.15
"," 0.14
"
2018-03-23,2018-03-23,," 0.59
"," 0.16
"," 0.23
"," 0.01
",," 0.17
",," 0.15
"," 0.14
"
2018-03-24,2018-03-24,," 0.59
"," 0.16
"," 0.23
"," 0.01
",," 0.17
",," 0.15
"," 0.14
"
2018-03-25,2018-03-25,," 0.59
"," 0.16
"," 0.23
"," 0.01
",," 0.17
",," 0.15
"," 0.14
"
2018-03-26,2018-03-26,," 0.59
"," 0.16
"," 0.23
"," 0.01
",," 0.17
",," 0.15
"," 0.14
"
2018-03-27,2018-03-27,," 0.6
"," 0.16
"," 0.23
"," 0.01
",," 0.17
",," 0.15
"," 0.14
"
2018-03-28,2018-03-28,," 0.6
"," 0.16
"," 0.23
"," 0.01
",," 0.17
",," 0.15
"," 0.14
"
2018-03-29,2018-03-29,," 0.59
"," 0.16
"," 0.23
"," 0.01
",," 0.17
",," 0.15
"," 0.14
"
2018-03-30,2018-03-30,," 0.59
"," 0.16
"," 0.23
"," 0.01
",," 0.17
",," 0.15
"," 0.15
"
2018-03-31,2018-03-31,," 0.59
"," 0.16
"," 0.23
"," 0.01
",," 0.17
",," 0.15
"," 0.14
"
2018-04-01,2018-04-01,," 0.59
"," 0.16
"," 0.23
"," 0.01
",," 0.17
",," 0.15
"," 0.14
"
2018-04-02,2018-04-02,," 0.59
"," 0.16
"," 0.23
"," 0.01
",," 0.17
",," 0.15
"," 0.15
"
2018-04-03,2018-04-03,," 0.59
"," 0.16
"," 0.23
"," 0.01
",," 0.17
",," 0.15
"," 0.14
"
2018-04-04,2018-04-04,," 0.59
"," 0.16
"," 0.23
"," 0.01
",," 0.17
",," 0.15
"," 0.14
"
2018-04-05,2018-04-05,," 0.6
"," 0.16
"," 0.23
"," 0.01
",," 0.17
",," 0.15
"," 0.14
"
2018-04-06,2018-04-06,," 0.6
"," 0.16
"," 0.23
"," 0.01
",," 0.17
",," 0.15
"," 0.14
"
2018-04-07,2018-04-07,," 0.6
"," 0.16
"," 0.23
"," 0.01
",," 0.17
",," 0.15
"," 0.14
"
2018-04-08,2018-04-08,," 0.6
"," 0.16
"," 0.23
"," 0.01
",," 0.17
",," 0.15
"," 0.15
"
2018-04-09,2018-04-09,," 0.6
"," 0.16
"," 0.23
"," 0.01
",," 0.17
",," 0.15
"," 0.15
"
2018-04-10,2018-04-10,," 0.59
"," 0.16
"," 0.23
"," 0.01
",," 0.17
",," 0.15
"," 0.15
"
2018-04-11,2018-04-11,," 0.6
"," 0.16
"," 0.23
"," 0.01
",," 0.17
",," 0.15
"," 0.15
"
2018-04-12,2018-04-12,," 0.61
"," 0.16
"," 0.23
"," 0.01
",," 0.17
",," 0.15
"," 0.14
"
2018-04-13,2018-04-13,," 0.61
"," 0.16
"," 0.23
"," 0.01
",," 0.17
",," 0.15
"," 0.14
"
2018-04-14,2018-04-14,," 0.61
"," 0.16
"," 0.23
"," 0.01
",," 0.17
",," 0.15
"," 0.14
"
2018-04-15,2018-04-15,," 0.61
"," 0.16
"," 0.23
"," 0.01
",," 0.17
",," 0.15
"," 0.14
"
2018-04-16,2018-04-16,," 0.61
"," 0.16
"," 0.23
"," 0.01
",," 0.17
",," 0.15
"," 0.14
"
2018-04-17,2018-04-17,," 0.65
"," 0.16
"," 0.23
"," 0.01
",," 0.17
",," 0.15
"," 0.14
"
2018-04-18,2018-04-18,," 0.61
"," 0.16
"," 0.22
"," 0.01
",," 0.17
",," 0.15
"," 0.14
"
2018-04-19,2018-04-19,," 0.61
"," 0.15
"," 0.23
"," 0.01
",," 0.17
",," 0.15
"," 0.14
"
2018-04-20,2018-04-20,," 0.61
"," 0.15
"," 0.23
"," 0.01
",," 0.17
",," 0.15
"," 0.15
"
2018-04-21,2018-04-21,," 0.61
"," 0.15
"," 0.23
"," 0.01
",," 0.17
",," 0.15
"," 0.14
"
2018-04-22,2018-04-22,," 0.61
"," 0.15
"," 0.23
"," 0.01
",," 0.17
",," 0.15
"," 0.14
"
2018-04-23,2018-04-23,," 0.63
"," 0.15
"," 0.23
"," 0.01
",," 0.17
",," 0.15
"," 0.14
"
2018-04-24,2018-04-24,," 0.63
"," 0.15
"," 0.23
"," 0.01
",," 0.17
",," 0.15
"," 0.14
"
2018-04-25,2018-04-25,," 0.63
"," 0.16
"," 0.23
"," 0.01
",," 0.17
",," 0.15
"," 0.14
"
2018-04-26,2018-04-26,," 0.63
"," 0.16
"," 0.23
"," 0.01
",," 0.17
",," 0.15
"," 0.14
"
2018-04-27,2018-04-27,," 0.63
"," 0.16
"," 0.23
"," 0.01
",," 0.17
",," 0.15
"," 0.14
"
2018-04-28,2018-04-28,," 0.63
"," 0.16
"," 0.23
"," 0.01
",," 0.17
",," 0.15
"," 0.14
"
2018-04-29,2018-04-29,," 0.63
"," 0.16
"," 0.23
"," 0.01
",," 0.17
",," 0.15
"," 0.14
"
2018-04-30,2018-04-30,," 0.63
"," 0.16
"," 0.23
"," 0.01
",," 0.17
",," 0.15
"," 0.15
"
2018-05-01,2018-05-01,," 0.63
"," 0.16
"," 0.23
"," 0.01
",," 0.17
",," 0.15
"," 0.15
"
2018-05-02,2018-05-02,," 0.63
"," 0.16
"," 0.23
"," 0.01
",," 0.17
",," 0.15
"," 0.15
"
2018-05-03,2018-05-03,," 0.63
"," 0.16
"," 0.23
"," 0.01
",," 0.17
",," 0.15
"," 0.15
"
2018-05-04,2018-05-04,," 0.62
"," 0.16
"," 0.23
"," 0.01
",," 0.17
",," 0.15
"," 0.15
"
2018-05-05,2018-05-05,," 0.63
"," 0.16
"," 0.23
"," 0.01
",," 0.17
",," 0.15
"," 0.15
"
2018-05-06,2018-05-06,," 0.63
"," 0.15
"," 0.23
"," 0.01
",," 0.17
",," 0.15
"," 0.14
"
2018-05-07,2018-05-07,," 0.63
"," 0.15
"," 0.23
"," 0.01
",," 0.17
",," 0.15
"," 0.14
"
2018-05-08,2018-05-08,," 0.64
"," 0.16
"," 0.23
"," 0.01
",," 0.17
",," 0.15
"," 0.15
"
2018-05-09,2018-05-09,," 0.64
"," 0.16
"," 0.22
"," 0.01
",," 0.17
",," 0.15
"," 0.15
"
2018-05-10,2018-05-10,," 0.64
"," 0.16
"," 0.23
"," 0.01
",," 0.17
",," 0.15
"," 0.15
"
2018-05-11,2018-05-11,," 0.65
"," 0.16
"," 0.23
"," 0.01
",," 0.17
",," 0.15
"," 0.15
"
2018-05-12,2018-05-12,," 0.65
"," 0.16
"," 0.23
"," 0.01
",," 0.17
",," 0.15
"," 0.15
"
2018-05-13,2018-05-13,," 0.65
"," 0.16
"," 0.23
"," 0.01
",," 0.17
",," 0.15
"," 0.15
"
2018-05-14,2018-05-14,," 0.65
"," 0.16
"," 0.23
"," 0.01
",," 0.17
",," 0.15
"," 0.15
"
2018-05-15,2018-05-15,," 0.65
"," 0.16
"," 0.23
"," 0.01
",," 0.17
",," 0.15
"," 0.15
"
2018-05-16,2018-05-16,," 0.65
"," 0.16
"," 0.23
"," 0.01
",," 0.17
",," 0.15
"," 0.15
"
2018-05-17,2018-05-17,," 0.65
"," 0.16
"," 0.23
"," 0.01
",," 0.17
",," 0.15
"," 0.15
"
2018-05-18,2018-05-18,," 0.65
"," 0.16
"," 0.22
"," 0.01
",," 0.17
",," 0.15
"," 0.15
"
2018-05-19,2018-05-19,," 0.65
"," 0.16
"," 0.22
"," 0.01
",," 0.17
",," 0.15
"," 0.15
"
2018-05-20,2018-05-20,," 0.65
"," 0.16
"," 0.22
"," 0.01
",," 0.17
",," 0.15
"," 0.15
"
2018-05-21,2018-05-21,," 0.65
"," 0.16
"," 0.22
"," 0.01
",," 0.17
",," 0.15
"," 0.14
"
2018-05-22,2018-05-22,," 0.65
"," 0.16
"," 0.22
"," 0.01
",," 0.17
",," 0.15
"," 0.14
"
2018-05-23,2018-05-23,," 0.65
"," 0.16
"," 0.22
"," 0.01
",," 0.17
",," 0.15
"," 0.14
"
2018-05-24,2018-05-24,," 0.65
"," 0.16
"," 0.22
"," 0.01
",," 0.17
",," 0.15
"," 0.15
"
2018-05-25,2018-05-25,," 0.65
"," 0.16
"," 0.22
"," 0.01
",," 0.17
",," 0.15
"," 0.15
"
2018-05-26,2018-05-26,," 0.65
"," 0.16
"," 0.22
"," 0.01
",," 0.17
",," 0.15
"," 0.15
"
2018-05-27,2018-05-27,," 0.65
"," 0.16
"," 0.22
"," 0.01
",," 0.17
",," 0.15
"," 0.15
"
2018-05-28,2018-05-28,," 0.65
"," 0.15
"," 0.22
"," 0.01
",," 0.17
",," 0.15
"," 0.15
"
2018-05-29,2018-05-29,," 0.65
"," 0.16
"," 0.22
"," 0.01
",," 0.17
",," 0.15
"," 0.14
"
2018-05-30,2018-05-30,," 0.65
"," 0.16
"," 0.22
"," 0.01
",," 0.17
",," 0.15
"," 0.14
"
2018-05-31,2018-05-31,," 0.65
"," 0.16
"," 0.22
"," 0.01
",," 0.17
",," 0.15
"," 0.15
"
2018-06-01,2018-06-01,," 0.65
"," 0.15
"," 0.22
"," 0.01
",," 0.17
",," 0.15
"," 0.14
"
2018-06-02,2018-06-02,," 0.65
"," 0.15
"," 0.22
"," 0.01
",," 0.17
",," 0.15
"," 0.14
"
2018-06-03,2018-06-03,," 0.65
"," 0.15
"," 0.22
"," 0.01
",," 0.17
",," 0.15
"," 0.14
"
2018-06-04,2018-06-04,," 0.65
"," 0.15
"," 0.22
"," 0.01
",," 0.17
",," 0.15
"," 0.14
"
2018-06-05,2018-06-05,," 0.65
"," 0.15
"," 0.22
"," 0.01
",," 0.17
",," 0.15
"," 0.14
"
2018-06-06,2018-06-06,," 0.65
"," 0.15
"," 0.22
"," 0.01
",," 0.17
",," 0.15
"," 0.14
"
2018-06-07,2018-06-07,," 0.65
"," 0.15
"," 0.22
"," 0.01
",," 0.17
",," 0.15
"," 0.14
"
2018-06-08,2018-06-08,," 0.65
"," 0.15
"," 0.22
"," 0.01
",," 0.17
",," 0.15
"," 0.14
"
2018-06-09,2018-06-09,," 0.65
"," 0.16
"," 0.22
"," 0.01
",," 0.17
",," 0.15
"," 0.14
"
2018-06-10,2018-06-10,," 0.65
"," 0.15
"," 0.22
"," 0.01
",," 0.17
",," 0.15
"," 0.14
"
2018-06-11,2018-06-11,," 0.65
"," 0.15
"," 0.22
"," 0.01
",," 0.17
",," 0.15
"," 0.14
"
2018-06-12,2018-06-12,," 0.65
"," 0.15
"," 0.22
"," 0.01
",," 0.17
",," 0.15
"," 0.15
"
2018-06-13,2018-06-13,," 0.65
"," 0.15
"," 0.22
"," 0.01
",," 0.17
",," 0.15
"," 0.15
"
2018-06-14,2018-06-14,," 0.65
"," 0.16
"," 0.22
"," 0.01
",," 0.17
",," 0.15
"," 0.15
"
2018-06-15,2018-06-15,," 0.65
"," 0.16
"," 0.22
"," 0.01
",," 0.18
",," 0.15
"," 0.15
"
2018-06-16,2018-06-16,," 0.65
"," 0.16
"," 0.22
"," 0.01
",," 0.18
",," 0.15
"," 0.15
"
2018-06-17,2018-06-17,,," 0.15
",," 0.01
",," 0.17
",,," 0.15
"
2018-06-18,2018-06-18,," 0.65
"," 0.15
"," 0.22
"," 0.01
",," 0.17
",," 0.15
"," 0.15
"
2018-06-19,2018-06-19,," 0.65
"," 0.16
"," 0.22
"," 0.01
",," 0.18
",," 0.15
"," 0.14
"
2018-06-20,2018-06-20,," 0.65
"," 0.16
"," 0.22
"," 0.01
",," 0.18
",," 0.15
"," 0.14
"
2018-06-21,2018-06-21,," 0.65
"," 0.16
"," 0.22
"," 0.01
",," 0.18
",," 0.15
"," 0.15
"
2018-06-22,2018-06-22,," 0.65
"," 0.16
"," 0.23
"," 0.01
",," 0.18
",," 0.15
"," 0.15
"
2018-06-23,2018-06-23,," 0.65
"," 0.16
"," 0.23
"," 0.01
",," 0.18
",," 0.15
"," 0.15
"
2018-06-24,2018-06-24,," 0.65
"," 0.16
"," 0.23
"," 0.01
",," 0.18
",," 0.15
"," 0.15
"
2018-06-25,2018-06-25,," 0.65
"," 0.16
"," 0.23
"," 0.01
",," 0.18
",," 0.15
"," 0.15
"
2018-06-26,2018-06-26,," 0.65
"," 0.16
"," 0.23
"," 0.01
",," 0.18
",," 0.15
"," 0.15
"
2018-06-27,2018-06-27,," 0.65
"," 0.16
"," 0.23
"," 0.01
",," 0.18
",," 0.15
"," 0.15
"
2018-06-28,2018-06-28,," 0.65
"," 0.16
"," 0.23
"," 0.01
",," 0.18
",," 0.15
"," 0.15
"
2018-06-29,2018-06-29,," 0.65
"," 0.16
"," 0.22
"," 0.01
",," 0.18
",," 0.15
"," 0.15
"
2018-06-30,2018-06-30,," 0.65
"," 0.16
"," 0.22
"," 0.01
",," 0.18
",," 0.15
"," 0.15
"
2018-07-01,2018-07-01,," 0.65
"," 0.16
"," 0.22
"," 0.01
",," 0.18
",," 0.15
"," 0.15
"
2018-07-02,2018-07-02,," 0.65
"," 0.16
"," 0.23
"," 0.01
",," 0.18
",," 0.15
"," 0.15
"
2018-07-03,2018-07-03,," 0.65
"," 0.16
"," 0.22
"," 0.01
",," 0.18
",," 0.15
"," 0.15
"
2018-07-04,2018-07-04,,,,," 0.01
",,,,," 0.15
"
2018-07-05,2018-07-05,," 0.65
"," 0.17
"," 0.23
"," 0.01
",," 0.18
",," 0.15
"," 0.15
"
2018-07-06,2018-07-06,," 0.65
"," 0.17
"," 0.23
"," 0.01
",," 0.18
",," 0.15
"," 0.15
"
2018-07-07,2018-07-07,," 0.65
"," 0.17
"," 0.23
"," 0.01
",," 0.18
",," 0.15
"," 0.15
"
2018-07-08,2018-07-08,," 0.65
"," 0.17
"," 0.23
"," 0.01
",," 0.18
",," 0.15
"," 0.14
"
2018-07-09,2018-07-09,," 0.65
"," 0.17
"," 0.23
"," 0.01
",," 0.18
",," 0.15
"," 0.14
"
2018-07-10,2018-07-10,," 0.65
"," 0.17
"," 0.23
"," 0.01
",," 0.18
",," 0.15
"," 0.14
"
2018-07-11,2018-07-11,," 0.65
"," 0.17
"," 0.23
"," 0.01
",," 0.18
",," 0.15
"," 0.14
"
2018-07-12,2018-07-12,," 0.65
"," 0.16
"," 0.23
"," 0.01
",," 0.18
",," 0.15
"," 0.14
"
2018-07-13,2018-07-13,," 0.65
"," 0.16
"," 0.23
"," 0.01
",," 0.18
",," 0.15
"," 0.14
"
2018-07-14,2018-07-14,," 0.65
"," 0.16
"," 0.23
"," 0.01
",," 0.18
",," 0.15
"," 0.14
"
2018-07-15,2018-07-15,," 0.65
"," 0.16
"," 0.23
"," 0.01
",," 0.18
",," 0.15
"," 0.14
"
2018-07-16,2018-07-16,," 0.65
"," 0.16
"," 0.23
"," 0.01
",," 0.18
",," 0.15
"," 0.14
"
2018-07-17,2018-07-17,," 0.65
"," 0.16
"," 0.23
"," 0.01
",," 0.18
",," 0.15
"," 0.14
"
2018-07-18,2018-07-18,," 0.65
"," 0.16
"," 0.23
"," 0.01
",," 0.18
",," 0.15
"," 0.14
"
2018-07-19,2018-07-19,," 0.65
"," 0.16
"," 0.23
"," 0.01
",," 0.18
",," 0.15
"," 0.14
"
2018-07-20,2018-07-20,," 0.65
"," 0.16
"," 0.23
"," 0.01
",," 0.18
",," 0.15
"," 0.14
"
2018-07-21,2018-07-21,," 0.65
"," 0.17
"," 0.23
"," 0.01
",," 0.18
",," 0.15
"," 0.14
"
2018-07-22,2018-07-22,," 0.65
"," 0.17
"," 0.23
"," 0.01
",," 0.18
",," 0.15
"," 0.14
"
2018-07-23,2018-07-23,," 0.65
"," 0.17
"," 0.23
"," 0.01
",," 0.18
",," 0.15
"," 0.14
"
2018-07-24,2018-07-24,," 0.65
"," 0.17
"," 0.23
"," 0.01
",," 0.18
",," 0.15
"," 0.14
"
2018-07-25,2018-07-25,," 0.65
"," 0.16
"," 0.23
"," 0.01
",," 0.18
",," 0.15
"," 0.15
"
2018-07-26,2018-07-26,," 0.65
"," 0.16
"," 0.23
"," 0.01
",," 0.18
",," 0.15
"," 0.15
"
2018-07-27,2018-07-27,," 0.65
"," 0.16
"," 0.23
"," 0.01
",," 0.18
",," 0.15
"," 0.15
"
2018-07-28,2018-07-28,," 0.65
"," 0.16
"," 0.23
"," 0.01
",," 0.18
",," 0.15
"," 0.15
"
2018-07-29,2018-07-29,," 0.65
"," 0.16
"," 0.23
"," 0.01
",," 0.18
",," 0.15
"," 0.15
"
2018-07-30,2018-07-30,," 0.65
"," 0.16
"," 0.23
"," 0.01
",," 0.18
",," 0.15
"," 0.15
"
2018-07-31,2018-07-31,," 0.65
"," 0.16
"," 0.23
"," 0.01
",," 0.18
",," 0.15
"," 0.15
"
2018-08-01,2018-08-01,," 0.65
"," 0.16
"," 0.23
"," 0.01
",," 0.18
",," 0.15
"," 0.15
"
2018-08-02,2018-08-02,," 0.65
"," 0.16
"," 0.23
"," 0.01
",," 0.18
",," 0.15
"," 0.15
"
2018-08-03,2018-08-03,," 0.65
"," 0.16
"," 0.23
"," 0.01
",," 0.18
",," 0.15
"," 0.14
"
2018-08-04,2018-08-04,," 0.65
"," 0.16
"," 0.23
"," 0.01
",," 0.18
",," 0.15
"," 0.14
"
2018-08-05,2018-08-05,," 0.65
"," 0.16
"," 0.23
"," 0.01
",," 0.18
",," 0.15
"," 0.14
"
2018-08-06,2018-08-06,," 0.65
"," 0.16
"," 0.23
"," 0.01
",," 0.17
",," 0.15
"," 0.14
"
2018-08-07,2018-08-07,," 0.65
"," 0.16
"," 0.23
"," 0.01
",," 0.17
",," 0.15
"," 0.15
"
2018-08-08,2018-08-08,," 0.65
"," 0.16
"," 0.23
"," 0.01
",," 0.17
",," 0.15
"," 0.15
"
2018-08-09,2018-08-09,," 0.65
"," 0.16
"," 0.22
"," 0.01
",," 0.18
",," 0.15
"," 0.15
"
2018-08-10,2018-08-10,," 0.65
"," 0.16
"," 0.22
"," 0.01
",," 0.18
",," 0.15
"," 0.15
"
2018-08-11,2018-08-11,," 0.65
"," 0.16
"," 0.22
"," 0.01
",," 0.18
",," 0.15
"," 0.15
"
2018-08-12,2018-08-12,," 0.65
"," 0.16
"," 0.23
"," 0.01
",," 0.18
",," 0.15
"," 0.15
"
2018-08-13,2018-08-13,," 0.65
"," 0.16
"," 0.23
"," 0.01
",," 0.17
",," 0.15
"," 0.15
"
2018-08-14,2018-08-14,," 0.65
"," 0.16
"," 0.23
"," 0.01
",," 0.18
",," 0.15
"," 0.15
"
2018-08-15,2018-08-15,," 0.65
"," 0.16
"," 0.23
"," 0.01
",," 0.17
",," 0.15
"," 0.15
"
2018-08-16,2018-08-16,," 0.65
"," 0.16
"," 0.23
"," 0.01
",," 0.18
",," 0.15
"," 0.15
"
2018-08-17,2018-08-17,," 0.65
"," 0.17
"," 0.23
"," 0.01
",," 0.18
",," 0.15
"," 0.15
"
2018-08-18,2018-08-18,," 0.65
"," 0.17
"," 0.23
"," 0.01
",," 0.18
",," 0.15
"," 0.15
"
2018-08-19,2018-08-19,," 0.66
"," 0.16
"," 0.23
"," 0.01
",," 0.17
",," 0.15
"," 0.15
"
2018-08-20,2018-08-20,," 0.65
"," 0.16
"," 0.23
"," 0.01
",," 0.17
",," 0.15
"," 0.15
"
2018-08-21,2018-08-21,," 0.65
"," 0.17
"," 0.22
"," 0.01
",," 0.17
",," 0.15
"," 0.15
"
2018-08-22,2018-08-22,," 0.65
"," 0.16
"," 0.22
"," 0.01
",," 0.17
",," 0.15
"," 0.15
"
2018-08-23,2018-08-23,," 0.65
"," 0.16
"," 0.22
"," 0.01
",," 0.17
",," 0.15
"," 0.15
"
2018-08-24,2018-08-24,," 0.65
"," 0.17
"," 0.22
"," 0.01
",," 0.17
",," 0.15
"," 0.15
"
2018-08-25,2018-08-25,," 0.65
"," 0.17
"," 0.22
"," 0.01
",," 0.17
",," 0.15
"," 0.15
"
2018-08-26,2018-08-26,," 0.66
"," 0.16
"," 0.22
"," 0.01
",," 0.17
",," 0.15
"," 0.15
"
