index,name,code,setName
24670,Spite of Mogis,JOU,Journey into Nyx
24671,Starfall,JOU,Journey into Nyx
24672,Twinflame,JOU,Journey into Nyx
24673,Wildfire Cerberus,JOU,Journey into Nyx
24674,Bassara Tower Archer,JOU,Journey into Nyx
24675,Colossal Heroics,JOU,Journey into Nyx
24677,Desecration Plague,JOU,Journey into Nyx
24678,Dictate of Karametra,JOU,Journey into Nyx
24681,Golden Hind,JOU,Journey into Nyx
24682,Goldenhide Ox,JOU,Journey into Nyx
24684,Humbler of Mortals,JOU,Journey into Nyx
24687,Market Festival,JOU,Journey into Nyx
24688,Nature's Panoply,JOU,Journey into Nyx
24689,Nessian Game Warden,JOU,Journey into Nyx
24690,Oakheart Dryads,JOU,Journey into Nyx
24691,Pheres-Band Thunderhoof,JOU,Journey into Nyx
24692,Pheres-Band Warchief,JOU,Journey into Nyx
24694,Renowned Weaver,JOU,Journey into Nyx
24695,Reviving Melody,JOU,Journey into Nyx
24696,Satyr Grovedancer,JOU,Journey into Nyx
24697,Setessan Tactics,JOU,Journey into Nyx
24699,Spirespine,JOU,Journey into Nyx
24700,Strength from the Fallen,JOU,Journey into Nyx
24701,Swarmborn Giant,JOU,Journey into Nyx
24702,"Ajani, Mentor of Heroes",JOU,Journey into Nyx
24703,"Athreos, God of Passage",JOU,Journey into Nyx
24704,Desperate Stand,JOU,Journey into Nyx
24705,Disciple of Deceit,JOU,Journey into Nyx
24706,Fleetfeather Cockatrice,JOU,Journey into Nyx
24708,"Keranos, God of Storms",JOU,Journey into Nyx
24709,"Kruphix, God of Horizons",JOU,Journey into Nyx
24711,"Pharika, God of Affliction",JOU,Journey into Nyx
24712,Revel of the Fallen God,JOU,Journey into Nyx
24716,Chariot of Victory,JOU,Journey into Nyx
24717,Deserter's Quarters,JOU,Journey into Nyx
24719,Hall of Triumph,JOU,Journey into Nyx
24722,Temple of Malady,JOU,Journey into Nyx
24724,Aven Warcraft,JUD,Judgment
24725,Battle Screech,JUD,Judgment
24726,Battlewise Aven,JUD,Judgment
24728,Border Patrol,JUD,Judgment
24729,Cagemail,JUD,Judgment
24731,Commander Eesha,JUD,Judgment
24732,Funeral Pyre,JUD,Judgment
24733,Glory,JUD,Judgment
24734,Golden Wish,JUD,Judgment
24736,Lead Astray,JUD,Judgment
24738,Phantom Flock,JUD,Judgment
24739,Phantom Nomad,JUD,Judgment
24741,Pulsemage Advocate,JUD,Judgment
24743,Selfless Exorcist,JUD,Judgment
24744,Shieldmage Advocate,JUD,Judgment
24745,Silver Seraph,JUD,Judgment
24746,Solitary Confinement,JUD,Judgment
24747,Soulcatchers' Aerie,JUD,Judgment
24751,Test of Endurance,JUD,Judgment
24752,Trained Pronghorn,JUD,Judgment
24754,Valor,JUD,Judgment
24755,Vigilant Sentry,JUD,Judgment
24756,Aven Fogbringer,JUD,Judgment
24758,Cephalid Inkshrouder,JUD,Judgment
24760,Defy Gravity,JUD,Judgment
24761,Envelop,JUD,Judgment
24762,Flash of Insight,JUD,Judgment
24763,Grip of Amnesia,JUD,Judgment
24764,Hapless Researcher,JUD,Judgment
24766,Laquatus's Disdain,JUD,Judgment
24767,Lost in Thought,JUD,Judgment
24768,Mental Note,JUD,Judgment
24769,Mirror Wall,JUD,Judgment
24770,Mist of Stagnation,JUD,Judgment
24773,Spelljack,JUD,Judgment
24774,Telekinetic Bonds,JUD,Judgment
24775,Web of Inertia,JUD,Judgment
24777,Wormfang Behemoth,JUD,Judgment
24778,Wormfang Crab,JUD,Judgment
24779,Wormfang Drake,JUD,Judgment
24780,Wormfang Manta,JUD,Judgment
24781,Wormfang Newt,JUD,Judgment
24782,Wormfang Turtle,JUD,Judgment
24783,Balthor the Defiled,JUD,Judgment
24785,Cabal Trainee,JUD,Judgment
24786,Death Wish,JUD,Judgment
24787,Earsplitting Rats,JUD,Judgment
24788,Filth,JUD,Judgment
24789,Grave Consequences,JUD,Judgment
24791,Masked Gorgon,JUD,Judgment
24792,Morality Shift,JUD,Judgment
24793,Rats' Feast,JUD,Judgment
24795,Sutured Ghoul,JUD,Judgment
24796,Toxic Stench,JUD,Judgment
24797,Treacherous Vampire,JUD,Judgment
24798,Treacherous Werewolf,JUD,Judgment
24801,Barbarian Bully,JUD,Judgment
24802,Book Burning,JUD,Judgment
24806,Dwarven Bloodboiler,JUD,Judgment
24807,Dwarven Driller,JUD,Judgment
24808,Dwarven Scorcher,JUD,Judgment
24809,Ember Shot,JUD,Judgment
24810,Firecat Blitz,JUD,Judgment
24811,Flaring Pain,JUD,Judgment
24812,Fledgling Dragon,JUD,Judgment
24813,Goretusk Firebeast,JUD,Judgment
24814,Infectious Rage,JUD,Judgment
24815,"Jeska, Warrior Adept",JUD,Judgment
24816,Lava Dart,JUD,Judgment
24817,Liberated Dwarf,JUD,Judgment
24818,Lightning Surge,JUD,Judgment
24819,Planar Chaos,JUD,Judgment
24820,Shaman's Trance,JUD,Judgment
24821,Soulgorger Orgg,JUD,Judgment
24822,Spellgorger Barbarian,JUD,Judgment
24823,Swelter,JUD,Judgment
24824,Swirling Sandstorm,JUD,Judgment
24826,Anurid Barkripper,JUD,Judgment
24827,Anurid Swarmsnapper,JUD,Judgment
24828,Battlefield Scrounger,JUD,Judgment
24830,Canopy Claws,JUD,Judgment
24831,Centaur Rootcaster,JUD,Judgment
24832,Crush of Wurms,JUD,Judgment
24834,Epic Struggle,JUD,Judgment
24836,Exoskeletal Armor,JUD,Judgment
24837,Folk Medicine,JUD,Judgment
24838,Forcemage Advocate,JUD,Judgment
24840,Giant Warthog,JUD,Judgment
24841,Grizzly Fate,JUD,Judgment
24842,Harvester Druid,JUD,Judgment
24844,Krosan Reclamation,JUD,Judgment
24845,Krosan Wayfarer,JUD,Judgment
24847,Nantuko Tracer,JUD,Judgment
24848,Nullmage Advocate,JUD,Judgment
24849,Phantom Centaur,JUD,Judgment
24852,Seedtime,JUD,Judgment
24853,Serene Sunset,JUD,Judgment
24854,Sudden Strength,JUD,Judgment
24856,"Thriss, Nantuko Primus",JUD,Judgment
24857,Tunneler Wurm,JUD,Judgment
24858,Venomous Vines,JUD,Judgment
24859,Anurid Brushhopper,JUD,Judgment
24860,Hunting Grounds,JUD,Judgment
24865,Riftstone Portal,JUD,Judgment
24928,"Lathril, Blade of the Elves",KHC,Kaldheim Commander
24929,Ranar the Ever-Watchful,KHC,Kaldheim Commander
24930,Cosmic Intervention,KHC,Kaldheim Commander
24931,Hero of Bretagard,KHC,Kaldheim Commander
24932,Stoic Farmer,KHC,Kaldheim Commander
24933,Sage of the Beyond,KHC,Kaldheim Commander
24934,Spectral Deluge,KHC,Kaldheim Commander
24935,Tales of the Ancestors,KHC,Kaldheim Commander
24936,Pact of the Serpent,KHC,Kaldheim Commander
24937,Ruthless Winnower,KHC,Kaldheim Commander
24938,Serpent's Soul-Jar,KHC,Kaldheim Commander
24939,Bounty of Skemfar,KHC,Kaldheim Commander
24940,Crown of Skemfar,KHC,Kaldheim Commander
24941,Wolverine Riders,KHC,Kaldheim Commander
24942,Elderfang Venom,KHC,Kaldheim Commander
24943,Ethereal Valkyrie,KHC,Kaldheim Commander
24948,Cloudgoat Ranger,KHC,Kaldheim Commander
24950,Evangel of Heliod,KHC,Kaldheim Commander
24964,Curse of the Swine,KHC,Kaldheim Commander
24980,Prowess of the Fair,KHC,Kaldheim Commander
24982,Cultivator of Blades,KHC,Kaldheim Commander
24987,Elvish Rejuvenator,KHC,Kaldheim Commander
24988,End-Raze Forerunners,KHC,Kaldheim Commander
24993,Llanowar Tribe,KHC,Kaldheim Commander
24997,Nullmage Shepherd,KHC,Kaldheim Commander
25000,Rhys the Exiled,KHC,Kaldheim Commander
25001,Springbloom Druid,KHC,Kaldheim Commander
25006,Wirewood Channeler,KHC,Kaldheim Commander
25010,Casualties of War,KHC,Kaldheim Commander
25012,Empyrean Eagle,KHC,Kaldheim Commander
25016,Moldervine Reclamation,KHC,Kaldheim Commander
25017,Poison-Tip Archer,KHC,Kaldheim Commander
25020,Soulherder,KHC,Kaldheim Commander
25022,Twinblade Assassins,KHC,Kaldheim Commander
25036,Cryptic Caves,KHC,Kaldheim Commander
25047,Axgard Braggart,KHM,Kaldheim
25048,Battershield Warrior,KHM,Kaldheim
25049,Battlefield Raptor,KHM,Kaldheim
25050,Beskir Shieldmate,KHM,Kaldheim
25051,Bound in Gold,KHM,Kaldheim
25052,Clarion Spirit,KHM,Kaldheim
25053,Codespell Cleric,KHM,Kaldheim
25054,Divine Gambit,KHM,Kaldheim
25055,Doomskar,KHM,Kaldheim
25056,Doomskar Oracle,KHM,Kaldheim
25057,Giant Ox,KHM,Kaldheim
25058,Glorious Protector,KHM,Kaldheim
25059,Gods' Hall Guardian,KHM,Kaldheim
25060,Goldmaw Champion,KHM,Kaldheim
25061,"Halvar, God of Battle // Sword of the Realms",KHM,Kaldheim
25064,Iron Verdict,KHM,Kaldheim
25065,Kaya's Onslaught,KHM,Kaldheim
25066,Master Skald,KHM,Kaldheim
25067,Rally the Ranks,KHM,Kaldheim
25068,"Reidane, God of the Worthy // Valkmira, Protector's Shield",KHM,Kaldheim
25070,Resplendent Marshal,KHM,Kaldheim
25071,Revitalize,KHM,Kaldheim
25072,Righteous Valkyrie,KHM,Kaldheim
25073,Rune of Sustenance,KHM,Kaldheim
25074,Runeforge Champion,KHM,Kaldheim
25075,Search for Glory,KHM,Kaldheim
25076,Shepherd of the Cosmos,KHM,Kaldheim
25077,"Sigrid, God-Favored",KHM,Kaldheim
25078,Spectral Steel,KHM,Kaldheim
25079,Stalwart Valkyrie,KHM,Kaldheim
25080,Starnheim Courser,KHM,Kaldheim
25081,Starnheim Unleashed,KHM,Kaldheim
25082,Story Seeker,KHM,Kaldheim
25083,Usher of the Fallen,KHM,Kaldheim
25084,Valkyrie's Sword,KHM,Kaldheim
25085,Valor of the Worthy,KHM,Kaldheim
25086,Warhorn Blast,KHM,Kaldheim
25087,Wings of the Cosmos,KHM,Kaldheim
25088,"Alrund, God of the Cosmos // Hakka, Whispering Raven",KHM,Kaldheim
25090,Alrund's Epiphany,KHM,Kaldheim
25091,Annul,KHM,Kaldheim
25092,Ascendant Spirit,KHM,Kaldheim
25093,Augury Raven,KHM,Kaldheim
25094,Avalanche Caller,KHM,Kaldheim
25095,Behold the Multiverse,KHM,Kaldheim
25096,Berg Strider,KHM,Kaldheim
25097,Bind the Monster,KHM,Kaldheim
25098,Brinebarrow Intruder,KHM,Kaldheim
25099,"Cosima, God of the Voyage // The Omenkeel",KHM,Kaldheim
25101,Cosmos Charger,KHM,Kaldheim
25102,Cyclone Summoner,KHM,Kaldheim
25103,Depart the Realm,KHM,Kaldheim
25105,Draugr Thought-Thief,KHM,Kaldheim
25106,Frost Augur,KHM,Kaldheim
25107,Frostpeak Yeti,KHM,Kaldheim
25108,Frostpyre Arcanist,KHM,Kaldheim
25109,Giant's Amulet,KHM,Kaldheim
25110,Glimpse the Cosmos,KHM,Kaldheim
25111,Graven Lore,KHM,Kaldheim
25112,Icebind Pillar,KHM,Kaldheim
25113,Icebreaker Kraken,KHM,Kaldheim
25114,Inga Rune-Eyes,KHM,Kaldheim
25115,Karfell Harbinger,KHM,Kaldheim
25116,Littjara Kinseekers,KHM,Kaldheim
25117,Mists of Littjara,KHM,Kaldheim
25118,Mistwalker,KHM,Kaldheim
25119,Mystic Reflection,KHM,Kaldheim
25120,"Orvar, the All-Form",KHM,Kaldheim
25121,Pilfering Hawk,KHM,Kaldheim
25122,Ravenform,KHM,Kaldheim
25123,Reflections of Littjara,KHM,Kaldheim
25124,Run Ashore,KHM,Kaldheim
25125,Rune of Flight,KHM,Kaldheim
25126,Saw It Coming,KHM,Kaldheim
25128,Undersea Invader,KHM,Kaldheim
25129,Blood on the Snow,KHM,Kaldheim
25130,Bloodsky Berserker,KHM,Kaldheim
25131,Burning-Rune Demon,KHM,Kaldheim
25132,Crippling Fear,KHM,Kaldheim
25133,Deathknell Berserker,KHM,Kaldheim
25134,Demonic Gifts,KHM,Kaldheim
25135,Dogged Pursuit,KHM,Kaldheim
25136,Draugr Necromancer,KHM,Kaldheim
25137,Draugr Recruiter,KHM,Kaldheim
25138,Draugr's Helm,KHM,Kaldheim
25139,Dread Rider,KHM,Kaldheim
25140,Dream Devourer,KHM,Kaldheim
25141,Duskwielder,KHM,Kaldheim
25142,"Egon, God of Death // Throne of Death",KHM,Kaldheim
25144,Elderfang Disciple,KHM,Kaldheim
25145,Eradicator Valkyrie,KHM,Kaldheim
25146,Feed the Serpent,KHM,Kaldheim
25147,Grim Draugr,KHM,Kaldheim
25148,Hailstorm Valkyrie,KHM,Kaldheim
25149,Haunting Voyage,KHM,Kaldheim
25150,Infernal Pet,KHM,Kaldheim
25151,Jarl of the Forsaken,KHM,Kaldheim
25152,Karfell Kennel-Master,KHM,Kaldheim
25153,Koma's Faithful,KHM,Kaldheim
25154,Poison the Cup,KHM,Kaldheim
25155,Priest of the Haunted Edge,KHM,Kaldheim
25156,Raise the Draugr,KHM,Kaldheim
25157,Return Upon the Tide,KHM,Kaldheim
25158,Rise of the Dread Marn,KHM,Kaldheim
25159,Rune of Mortality,KHM,Kaldheim
25160,Skemfar Avenger,KHM,Kaldheim
25161,Skemfar Shadowsage,KHM,Kaldheim
25162,Skull Raid,KHM,Kaldheim
25163,"Tergrid, God of Fright // Tergrid's Lantern",KHM,Kaldheim
25165,Tergrid's Shadow,KHM,Kaldheim
25166,"Valki, God of Lies // Tibalt, Cosmic Impostor",KHM,Kaldheim
25168,"Varragoth, Bloodsky Sire",KHM,Kaldheim
25169,Vengeful Reaper,KHM,Kaldheim
25170,Village Rites,KHM,Kaldheim
25171,Weigh Down,KHM,Kaldheim
25172,Withercrown,KHM,Kaldheim
25173,Arni Brokenbrow,KHM,Kaldheim
25174,Axgard Cavalry,KHM,Kaldheim
25175,Basalt Ravager,KHM,Kaldheim
25176,"Birgi, God of Storytelling // Harnfel, Horn of Bounty",KHM,Kaldheim
25178,Breakneck Berserker,KHM,Kaldheim
25179,Calamity Bearer,KHM,Kaldheim
25180,Cinderheart Giant,KHM,Kaldheim
25181,Craven Hulk,KHM,Kaldheim
25182,Crush the Weak,KHM,Kaldheim
25183,Demon Bolt,KHM,Kaldheim
25184,Doomskar Titan,KHM,Kaldheim
25185,Dragonkin Berserker,KHM,Kaldheim
25186,Dual Strike,KHM,Kaldheim
25187,Dwarven Hammer,KHM,Kaldheim
25188,Dwarven Reinforcements,KHM,Kaldheim
25189,Fearless Liberator,KHM,Kaldheim
25190,Fearless Pup,KHM,Kaldheim
25191,Frenzied Raider,KHM,Kaldheim
25192,Frost Bite,KHM,Kaldheim
25193,Goldspan Dragon,KHM,Kaldheim
25194,Hagi Mob,KHM,Kaldheim
25195,Immersturm Raider,KHM,Kaldheim
25196,"Magda, Brazen Outlaw",KHM,Kaldheim
25197,Open the Omenpaths,KHM,Kaldheim
25198,Provoke the Trolls,KHM,Kaldheim
25199,Quakebringer,KHM,Kaldheim
25200,Reckless Crew,KHM,Kaldheim
25202,Rune of Speed,KHM,Kaldheim
25203,Seize the Spoils,KHM,Kaldheim
25204,Shackles of Treachery,KHM,Kaldheim
25205,Smashing Success,KHM,Kaldheim
25206,Squash,KHM,Kaldheim
25207,Tibalt's Trickery,KHM,Kaldheim
25208,"Toralf, God of Fury // Toralf's Hammer",KHM,Kaldheim
25210,Tormentor's Helm,KHM,Kaldheim
25211,Tundra Fumarole,KHM,Kaldheim
25212,Tuskeri Firewalker,KHM,Kaldheim
25213,Vault Robber,KHM,Kaldheim
25214,Arachnoform,KHM,Kaldheim
25215,Battle Mammoth,KHM,Kaldheim
25216,Blessing of Frost,KHM,Kaldheim
25217,Blizzard Brawl,KHM,Kaldheim
25218,Boreal Outrider,KHM,Kaldheim
25219,Broken Wings,KHM,Kaldheim
25220,Elderleaf Mentor,KHM,Kaldheim
25221,Elven Bow,KHM,Kaldheim
25222,Elvish Warmaster,KHM,Kaldheim
25223,"Esika, God of the Tree // The Prismatic Bridge",KHM,Kaldheim
25225,Esika's Chariot,KHM,Kaldheim
25226,"Fynn, the Fangbearer",KHM,Kaldheim
25227,Glittering Frost,KHM,Kaldheim
25228,Gnottvold Recluse,KHM,Kaldheim
25229,Grizzled Outrider,KHM,Kaldheim
25230,Guardian Gladewalker,KHM,Kaldheim
25231,Horizon Seeker,KHM,Kaldheim
25232,Icehide Troll,KHM,Kaldheim
25233,In Search of Greatness,KHM,Kaldheim
25234,Jaspera Sentinel,KHM,Kaldheim
25235,"Jorn, God of Winter // Kaldring, the Rimestaff",KHM,Kaldheim
25237,King Harald's Revenge,KHM,Kaldheim
25238,"Kolvori, God of Kinship // The Ringhart Crest",KHM,Kaldheim
25240,Littjara Glade-Warden,KHM,Kaldheim
25241,Mammoth Growth,KHM,Kaldheim
25242,Masked Vandal,KHM,Kaldheim
25243,Old-Growth Troll,KHM,Kaldheim
25244,Path to the World Tree,KHM,Kaldheim
25245,Ravenous Lindwurm,KHM,Kaldheim
25246,Realmwalker,KHM,Kaldheim
25247,Rootless Yew,KHM,Kaldheim
25248,Roots of Wisdom,KHM,Kaldheim
25249,Rune of Might,KHM,Kaldheim
25250,Sarulf's Packmate,KHM,Kaldheim
25251,Sculptor of Winter,KHM,Kaldheim
25252,Snakeskin Veil,KHM,Kaldheim
25253,Spirit of the Aldergard,KHM,Kaldheim
25254,Struggle for Skemfar,KHM,Kaldheim
25255,"Toski, Bearer of Secrets",KHM,Kaldheim
25256,Tyvar Kell,KHM,Kaldheim
25257,"Vorinclex, Monstrous Raider",KHM,Kaldheim
25258,"Aegar, the Freezing Flame",KHM,Kaldheim
25259,Arni Slays the Troll,KHM,Kaldheim
25260,Ascent of the Worthy,KHM,Kaldheim
25261,Battle for Bretagard,KHM,Kaldheim
25262,Battle of Frost and Fire,KHM,Kaldheim
25263,The Bears of Littjara,KHM,Kaldheim
25264,Binding the Old Gods,KHM,Kaldheim
25265,The Bloodsky Massacre,KHM,Kaldheim
25266,Fall of the Impostor,KHM,Kaldheim
25267,"Firja, Judge of Valor",KHM,Kaldheim
25268,Firja's Retribution,KHM,Kaldheim
25269,Forging the Tyrite Sword,KHM,Kaldheim
25270,"Harald, King of Skemfar",KHM,Kaldheim
25271,Harald Unites the Elves,KHM,Kaldheim
25272,Immersturm Predator,KHM,Kaldheim
25273,Invasion of the Giants,KHM,Kaldheim
25274,"Kardur, Doomscourge",KHM,Kaldheim
25275,Kardur's Vicious Return,KHM,Kaldheim
25276,Kaya the Inexorable,KHM,Kaldheim
25277,King Narfi's Betrayal,KHM,Kaldheim
25278,"Koll, the Forgemaster",KHM,Kaldheim
25279,"Koma, Cosmos Serpent",KHM,Kaldheim
25280,"Maja, Bretagard Protector",KHM,Kaldheim
25281,Moritte of the Frost,KHM,Kaldheim
25282,"Narfi, Betrayer King",KHM,Kaldheim
25283,Niko Aris,KHM,Kaldheim
25284,Niko Defies Destiny,KHM,Kaldheim
25285,The Raven's Warning,KHM,Kaldheim
25286,"Sarulf, Realm Eater",KHM,Kaldheim
25287,Showdown of the Skalds,KHM,Kaldheim
25288,"Svella, Ice Shaper",KHM,Kaldheim
25289,The Three Seasons,KHM,Kaldheim
25290,The Trickster-God's Heist,KHM,Kaldheim
25291,"Vega, the Watcher",KHM,Kaldheim
25292,Waking the Trolls,KHM,Kaldheim
25293,Bloodline Pretender,KHM,Kaldheim
25294,Colossal Plow,KHM,Kaldheim
25295,Cosmos Elixir,KHM,Kaldheim
25296,Funeral Longboat,KHM,Kaldheim
25297,Goldvein Pick,KHM,Kaldheim
25298,Maskwood Nexus,KHM,Kaldheim
25299,Pyre of Heroes,KHM,Kaldheim
25300,Raiders' Karve,KHM,Kaldheim
25301,Raven Wings,KHM,Kaldheim
25302,Replicating Ring,KHM,Kaldheim
25303,Runed Crown,KHM,Kaldheim
25304,Scorn Effigy,KHM,Kaldheim
25305,Weathered Runestone,KHM,Kaldheim
25306,Alpine Meadow,KHM,Kaldheim
25307,Arctic Treeline,KHM,Kaldheim
25308,Axgard Armory,KHM,Kaldheim
25309,Barkchannel Pathway // Tidechannel Pathway,KHM,Kaldheim
25311,Blightstep Pathway // Searstep Pathway,KHM,Kaldheim
25313,Bretagard Stronghold,KHM,Kaldheim
25314,Darkbore Pathway // Slitherbore Pathway,KHM,Kaldheim
25316,Faceless Haven,KHM,Kaldheim
25317,Gates of Istfell,KHM,Kaldheim
25318,Glacial Floodplain,KHM,Kaldheim
25319,Gnottvold Slumbermound,KHM,Kaldheim
25320,Great Hall of Starnheim,KHM,Kaldheim
25321,Hengegate Pathway // Mistgate Pathway,KHM,Kaldheim
25323,Highland Forest,KHM,Kaldheim
25324,Ice Tunnel,KHM,Kaldheim
25325,Immersturm Skullcairn,KHM,Kaldheim
25326,Littjara Mirrorlake,KHM,Kaldheim
25327,Port of Karfell,KHM,Kaldheim
25328,Rimewood Falls,KHM,Kaldheim
25329,Shimmerdrift Vale,KHM,Kaldheim
25330,Skemfar Elderhall,KHM,Kaldheim
25331,Snowfield Sinkhole,KHM,Kaldheim
25332,Sulfurous Mire,KHM,Kaldheim
25333,Surtland Frostpyre,KHM,Kaldheim
25334,Tyrite Sanctum,KHM,Kaldheim
25335,Volatile Fjord,KHM,Kaldheim
25336,Woodland Chasm,KHM,Kaldheim
25337,The World Tree,KHM,Kaldheim
25453,Valkyrie Harbinger,KHM,Kaldheim
25454,Surtland Elementalist,KHM,Kaldheim
25455,Cleaving Reaper,KHM,Kaldheim
25456,Surtland Flinger,KHM,Kaldheim
25457,Canopy Tactician,KHM,Kaldheim
25458,Armed and Armored,KHM,Kaldheim
25459,Starnheim Aspirant,KHM,Kaldheim
25460,Warchanter Skald,KHM,Kaldheim
25461,Youthful Valkyrie,KHM,Kaldheim
25462,Absorb Identity,KHM,Kaldheim
25463,Giant's Grasp,KHM,Kaldheim
25464,Elderfang Ritualist,KHM,Kaldheim
25465,Renegade Reaper,KHM,Kaldheim
25466,Thornmantle Striker,KHM,Kaldheim
25467,Bearded Axe,KHM,Kaldheim
25468,Fire Giant's Fury,KHM,Kaldheim
25469,Gilded Assault Cart,KHM,Kaldheim
25470,Elven Ambush,KHM,Kaldheim
25471,Gladewalker Ritualist,KHM,Kaldheim
25472,Rampage of the Valkyries,KHM,Kaldheim
25485,Acrobatic Maneuver,KLD,Kaladesh
25486,Brazen Scourge,KLD,Kaladesh
25487,Arborback Stomper,KLD,Kaladesh
25489,Aetherstorm Roc,KLD,Kaladesh
25490,Angel of Invention,KLD,Kaladesh
25491,Authority of the Consuls,KLD,Kaladesh
25492,Aviary Mechanic,KLD,Kaladesh
25493,Built to Last,KLD,Kaladesh
25494,Captured by the Consulate,KLD,Kaladesh
25496,Consulate Surveillance,KLD,Kaladesh
25497,Consul's Shieldguard,KLD,Kaladesh
25498,Eddytrail Hawk,KLD,Kaladesh
25499,Fairgrounds Warden,KLD,Kaladesh
25500,Fragmentize,KLD,Kaladesh
25501,Fumigate,KLD,Kaladesh
25502,Gearshift Ace,KLD,Kaladesh
25504,Herald of the Fair,KLD,Kaladesh
25507,Master Trinketeer,KLD,Kaladesh
25510,Propeller Pioneer,KLD,Kaladesh
25511,Refurbish,KLD,Kaladesh
25512,Revoke Privileges,KLD,Kaladesh
25514,Skyswirl Harrier,KLD,Kaladesh
25516,Tasseled Dromedary,KLD,Kaladesh
25517,Thriving Ibex,KLD,Kaladesh
25518,Toolcraft Exemplar,KLD,Kaladesh
25519,Trusty Companion,KLD,Kaladesh
25520,Visionary Augmenter,KLD,Kaladesh
25521,Wispweaver Angel,KLD,Kaladesh
25522,Aether Meltdown,KLD,Kaladesh
25523,Aether Theorist,KLD,Kaladesh
25525,Aethersquall Ancient,KLD,Kaladesh
25526,Ceremonious Rejection,KLD,Kaladesh
25527,Confiscation Coup,KLD,Kaladesh
25528,Curio Vendor,KLD,Kaladesh
25529,Disappearing Act,KLD,Kaladesh
25531,Era of Innovation,KLD,Kaladesh
25532,Experimental Aviator,KLD,Kaladesh
25533,Failed Inspection,KLD,Kaladesh
25534,Gearseeker Serpent,KLD,Kaladesh
25535,Glimmer of Genius,KLD,Kaladesh
25536,Glint-Nest Crane,KLD,Kaladesh
25537,Hightide Hermit,KLD,Kaladesh
25538,Insidious Will,KLD,Kaladesh
25539,Janjeet Sentry,KLD,Kaladesh
25540,Long-Finned Skywhale,KLD,Kaladesh
25541,Malfunction,KLD,Kaladesh
25542,Metallurgic Summonings,KLD,Kaladesh
25543,Minister of Inquiries,KLD,Kaladesh
25544,Nimble Innovator,KLD,Kaladesh
25545,"Padeem, Consul of Innovation",KLD,Kaladesh
25546,Paradoxical Outcome,KLD,Kaladesh
25547,Revolutionary Rebuff,KLD,Kaladesh
25549,Select for Inspection,KLD,Kaladesh
25550,Shrewd Negotiation,KLD,Kaladesh
25551,Tezzeret's Ambition,KLD,Kaladesh
25552,Thriving Turtle,KLD,Kaladesh
25553,Torrential Gearhulk,KLD,Kaladesh
25554,Vedalken Blademaster,KLD,Kaladesh
25555,Weldfast Wingsmith,KLD,Kaladesh
25557,Aetherborn Marauder,KLD,Kaladesh
25558,Ambitious Aetherborn,KLD,Kaladesh
25559,Demon of Dark Schemes,KLD,Kaladesh
25562,Die Young,KLD,Kaladesh
25563,Dukhara Scavenger,KLD,Kaladesh
25564,Eliminate the Competition,KLD,Kaladesh
25565,Embraal Bruiser,KLD,Kaladesh
25566,Essence Extraction,KLD,Kaladesh
